"bkblk","bknwy","bkon8","bkona","bkspr","bkxbq","bkxcr","bkxwp","blxwp","bxqsq","cntxt","dwipd","katri","mulch","qxmsq","r2ar8","reskr","rimmx","rkxwp","rxmsq","simpl","skewr","skrxp","stlmt","thrsk","wkcti","wkna8","wknck","wkovl","wkpos","wtoeg","class"
"f","f","f","f","f","f","f","f","t","f","f","g","n","f","f","t","f","f","t","f","t","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","f","f","f","f","t","f","f","g","n","f","f","t","f","f","t","f","f","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","f","f","t","f","t","f","f","g","n","f","f","t","f","f","t","f","f","t","f","f","f","f","t","f","t","f","n",2
"t","f","f","f","f","f","f","f","f","f","f","g","b","f","f","t","f","f","f","f","t","t","f","f","f","f","t","f","t","f","n",2
"t","f","f","f","f","f","f","f","f","f","f","g","b","f","f","t","f","f","f","f","t","t","f","f","t","f","t","f","t","f","n",2
"t","f","f","f","f","f","f","f","f","f","f","g","b","f","f","t","f","f","f","f","f","t","f","f","f","f","t","f","t","f","n",2
"t","f","f","f","f","f","f","f","f","f","f","g","n","f","f","t","f","f","f","f","t","t","f","f","f","f","t","f","t","f","n",2
"t","f","f","f","f","f","f","f","f","f","f","g","n","f","f","t","f","f","f","f","t","t","f","f","t","f","t","f","t","f","n",2
"f","f","f","f","t","f","t","t","t","f","t","g","b","f","f","t","f","f","f","f","t","t","f","f","f","f","f","f","t","t","n",2
"f","f","f","f","t","f","t","t","t","f","t","g","b","f","f","t","f","f","t","f","t","t","f","f","f","f","f","f","t","t","n",2
"f","f","f","f","t","f","t","t","t","f","t","g","b","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","t","t","n",2
"f","f","f","f","t","f","t","t","t","f","t","g","b","f","f","t","f","f","t","f","f","t","f","f","f","f","f","f","t","t","n",2
"f","f","f","f","t","f","t","t","t","f","t","g","n","f","f","t","f","f","f","f","t","t","f","f","f","f","f","f","t","f","n",2
"f","f","f","f","f","f","t","t","t","f","t","g","n","f","f","t","f","f","t","f","f","t","f","f","f","f","f","f","t","f","n",2
"f","f","f","f","t","f","t","t","t","f","f","g","n","f","f","t","f","f","t","f","f","t","f","f","f","f","f","t","t","t","n",2
"f","f","f","f","f","f","f","f","f","f","t","g","b","f","t","t","f","f","f","t","f","t","f","f","f","f","f","f","t","t","n",2
"f","f","f","f","f","f","t","t","t","f","f","g","n","f","f","t","f","f","f","t","f","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","f","f","t","t","t","f","f","g","n","f","f","t","f","f","t","t","f","t","f","f","f","f","t","f","t","f","n",2
"t","f","t","f","f","f","f","f","f","f","t","g","b","f","f","t","f","f","f","f","t","t","f","f","f","f","f","f","f","f","n",2
"t","t","t","f","f","f","f","f","f","f","t","g","b","t","f","t","f","f","f","f","t","t","f","f","f","f","f","f","f","f","n",2
"t","f","f","t","f","f","f","f","f","f","t","g","b","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","n",2
"t","t","f","t","f","f","f","f","f","f","t","g","b","t","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","n",2
"t","f","t","f","f","f","f","f","f","f","t","g","n","f","f","t","f","f","f","f","t","t","f","f","f","f","f","f","f","f","n",2
"t","t","t","f","f","f","f","f","f","f","t","g","n","t","f","t","f","f","f","f","t","t","f","f","f","f","f","f","f","f","n",2
"t","f","f","t","f","f","f","f","f","f","t","g","n","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","n",2
"t","t","f","t","f","f","f","f","f","f","t","g","n","t","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","n",2
"f","f","t","f","t","t","t","f","f","f","f","g","n","f","f","t","f","f","f","f","t","t","f","f","f","f","f","t","f","t","n",2
"f","f","f","t","t","t","f","f","f","f","f","g","n","t","f","t","f","f","f","f","f","t","f","f","f","f","f","t","f","t","n",2
"t","f","t","f","f","t","f","f","f","f","t","g","b","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","f","t","f","t","f","f","f","f","t","g","b","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","t","f","f","t","t","f","f","f","t","g","b","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","t","f","f","t","t","f","f","f","t","g","n","f","f","t","f","f","f","f","t","t","f","f","f","f","f","t","f","f","n",2
"t","f","t","f","f","t","t","f","f","f","t","g","n","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"f","f","f","t","t","t","f","f","f","f","f","g","n","t","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","t","n",2
"f","f","f","t","t","t","t","t","t","f","f","g","n","f","f","t","f","f","f","f","t","t","f","f","f","f","f","t","f","t","n",2
"f","f","f","f","t","t","t","t","t","f","f","g","n","f","f","t","f","f","t","f","f","t","f","f","f","f","f","t","t","t","n",2
"t","f","f","t","t","t","t","t","t","f","t","g","b","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","f","t","t","t","t","t","t","f","t","g","n","f","f","t","f","f","f","f","t","t","f","f","f","f","f","t","f","f","n",2
"t","f","f","t","t","t","t","t","t","f","t","g","n","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"f","f","f","f","f","f","f","f","f","f","f","g","n","t","f","t","f","f","f","f","t","f","f","f","t","f","f","t","t","t","n",2
"f","f","f","f","f","f","f","f","t","f","f","g","n","f","t","t","f","f","t","f","f","f","f","f","f","f","f","t","t","t","n",2
"f","f","f","f","t","f","t","t","t","f","f","g","n","f","f","t","f","f","f","f","t","f","f","f","f","f","f","t","t","t","n",2
"f","f","f","f","t","f","t","t","t","f","f","g","n","f","f","t","f","f","t","f","f","f","f","f","f","f","f","t","t","t","n",2
"f","f","f","f","f","f","f","f","f","f","f","g","n","f","t","t","f","f","f","t","f","f","f","f","f","f","f","t","t","t","n",2
"f","f","t","f","t","t","t","f","f","f","f","g","n","f","f","t","f","f","f","f","t","f","f","f","f","f","f","t","f","t","n",2
"f","f","f","f","t","t","t","f","t","f","f","g","n","f","f","t","f","f","t","f","t","f","f","f","f","f","f","t","t","t","n",2
"f","f","f","t","t","t","f","f","f","f","f","g","n","t","f","t","f","f","f","f","f","f","f","f","f","f","f","t","f","t","n",2
"f","f","f","t","t","t","f","f","f","f","f","g","n","t","f","f","f","f","f","f","t","f","f","f","f","f","f","t","f","t","n",2
"f","f","f","f","t","t","t","t","t","f","f","g","n","f","f","t","f","f","f","f","t","f","f","f","f","f","f","t","t","t","n",2
"f","f","f","t","t","t","t","t","t","f","f","g","n","f","f","t","f","f","f","f","t","f","f","f","f","f","f","t","f","t","n",2
"f","f","f","f","t","t","t","t","t","f","f","g","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","f","t","n",2
"f","f","f","f","t","t","t","t","t","f","f","g","n","f","f","t","f","f","t","f","f","f","f","f","f","f","f","t","t","t","n",2
"f","f","f","f","t","t","t","t","t","f","f","g","n","f","f","f","f","f","f","f","t","f","f","f","f","f","f","t","f","t","n",2
"f","f","f","f","t","f","f","f","t","f","t","l","b","f","f","t","f","f","t","f","t","t","f","f","f","f","f","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","t","l","b","f","f","t","t","f","t","f","t","t","f","f","f","f","f","f","t","f","n",2
"f","f","f","t","t","f","f","f","f","f","t","l","b","f","f","t","t","f","f","f","f","t","f","f","f","f","f","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","t","l","b","f","f","t","t","f","t","f","f","t","f","f","f","f","f","f","t","f","n",2
"f","f","f","f","t","f","f","f","f","f","f","l","b","f","f","t","f","f","f","f","t","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","f","l","b","f","f","t","f","f","t","f","t","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","f","l","b","f","f","t","t","f","t","f","t","t","f","f","f","f","t","f","t","f","n",2
"f","t","f","f","f","f","f","f","f","f","f","l","b","t","f","t","f","f","f","f","f","t","f","f","f","t","t","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","f","l","b","f","f","t","f","f","t","f","f","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","f","l","b","f","f","t","t","f","t","f","f","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","t","t","f","f","f","t","t","t","f","f","t","f","t","t","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","t","t","f","f","f","t","t","t","f","f","t","f","t","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","t","l","n","f","f","t","t","f","t","f","t","t","f","f","f","f","f","f","t","f","n",2
"f","f","f","f","f","f","f","f","t","f","t","l","n","f","f","t","t","f","t","f","t","t","f","f","f","t","f","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","t","l","n","f","f","t","t","f","t","f","t","t","f","f","f","t","f","f","t","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","t","t","f","f","f","f","t","t","f","f","t","f","t","t","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","t","t","f","f","f","f","t","t","f","f","t","f","t","t","f","n",2
"f","t","f","f","f","f","f","f","f","f","t","l","n","t","f","t","f","f","f","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","f","t","f","t","f","f","f","t","l","n","f","f","t","t","f","f","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","t","f","f","f","f","f","f","f","f","t","l","n","t","f","t","t","f","f","f","f","t","f","f","f","t","f","f","t","f","n",2
"f","f","f","f","f","f","f","f","t","f","t","l","n","f","f","t","t","f","t","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","f","f","f","f","f","t","f","t","l","n","f","f","t","t","f","t","f","f","t","f","f","f","t","f","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","t","l","n","f","f","t","t","f","t","f","f","t","f","f","f","t","f","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","f","l","n","f","f","t","f","f","t","f","t","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","f","f","t","f","t","f","f","l","n","f","f","t","t","f","t","f","t","t","f","f","f","f","t","f","t","f","n",2
"f","t","f","f","f","f","f","f","f","f","f","l","n","f","f","t","f","f","f","f","f","t","f","f","f","t","t","f","f","f","n",2
"f","t","f","f","f","f","f","f","f","f","f","l","n","t","f","t","f","f","f","f","f","t","f","f","f","t","t","f","t","f","n",2
"t","t","f","f","f","f","f","f","f","f","f","l","b","f","f","t","f","f","f","f","f","t","f","f","f","f","t","f","f","f","n",2
"t","f","f","f","t","f","f","f","t","f","f","l","b","f","f","t","f","f","t","f","f","t","f","f","f","f","t","f","f","f","n",2
"t","f","f","f","f","f","f","f","f","f","f","l","n","f","f","t","f","f","f","f","t","t","f","f","f","t","t","f","t","f","n",2
"t","f","f","f","f","f","f","f","f","f","f","l","w","f","f","t","f","f","f","f","t","t","f","f","f","t","t","f","t","f","n",2
"t","f","f","f","f","f","t","f","f","f","f","l","n","f","f","t","t","f","f","f","t","t","f","f","f","f","t","f","t","f","n",2
"t","t","f","f","f","f","f","f","f","f","f","l","n","f","f","t","f","f","f","f","f","t","f","f","f","f","t","f","f","f","n",2
"t","f","f","f","f","f","f","f","f","f","f","l","n","f","f","t","f","f","f","f","f","t","f","f","f","t","t","f","t","f","n",2
"t","f","f","f","f","f","f","f","f","f","f","l","w","f","f","t","f","f","f","f","f","t","f","f","f","t","t","f","t","f","n",2
"t","f","f","f","t","f","f","f","t","f","f","l","n","f","f","t","f","f","t","f","f","t","f","f","f","f","t","f","f","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","t","f","f","f","t","t","t","f","f","t","f","t","t","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","t","f","f","f","f","f","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","t","t","f","t","f","f","n",2
"f","t","f","f","f","f","f","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","t","t","f","t","f","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","f","t","f","f","f","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","t","f","f","f","t","t","f","f","f","t","f","f","f","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","t","t","f","f","f","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","t","f","f","f","f","t","t","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","f","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","t","f","f","t","f","t","t","f","n",2
"f","f","f","f","t","f","t","f","f","f","t","l","n","f","f","f","f","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","t","f","t","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","t","t","f","f","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","f","f","f","f","f","f","f","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","f","f","f","t","f","f","f","f","n",2
"f","f","f","f","t","f","f","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","f","f","f","t","f","f","f","f","n",2
"f","f","f","t","t","f","f","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","f","f","f","t","f","f","f","f","n",2
"f","f","f","f","f","f","f","f","t","f","t","l","n","f","f","f","t","f","t","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","t","f","f","f","f","f","f","f","f","f","l","n","f","f","f","f","f","f","f","t","t","f","f","f","t","t","f","f","f","n",2
"f","t","f","f","f","f","f","f","f","f","f","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","t","f","t","f","n",2
"f","t","f","f","f","f","f","f","f","f","f","l","n","f","f","f","f","f","f","f","t","t","f","f","t","t","t","f","f","f","n",2
"f","f","f","f","t","f","f","f","t","f","f","l","n","f","f","f","t","f","t","f","t","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","f","f","f","f","t","f","f","l","n","f","f","f","t","f","t","f","t","t","f","f","f","t","t","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","f","l","n","f","f","f","t","f","t","f","t","t","f","f","f","t","t","f","t","f","n",2
"f","f","f","f","f","f","f","f","t","f","f","l","n","f","f","f","t","f","t","f","f","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","f","l","n","f","f","f","t","f","t","f","f","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","f","f","f","f","t","f","f","l","n","f","f","f","t","f","t","f","f","t","f","f","f","t","t","f","t","f","n",2
"f","f","f","f","t","f","f","f","t","f","f","l","n","f","f","f","t","f","t","f","f","t","f","f","f","t","t","f","t","f","n",2
"t","t","f","f","f","f","f","f","f","f","f","l","b","f","f","f","f","f","f","f","t","t","f","f","f","f","t","f","f","f","n",2
"t","t","f","f","f","f","f","f","f","f","f","l","b","f","f","f","f","f","f","f","t","t","f","f","t","f","t","f","f","f","n",2
"t","f","f","f","t","f","f","f","t","f","f","l","b","f","f","f","f","f","t","f","t","t","f","f","f","f","t","f","f","f","n",2
"t","f","f","f","t","f","f","f","t","f","f","l","b","f","f","f","f","f","t","f","t","t","f","f","t","f","t","f","f","f","n",2
"f","f","f","f","f","f","t","t","t","f","t","l","n","f","f","t","t","f","f","f","f","t","f","f","f","f","f","t","t","f","n",2
"f","f","f","f","f","f","t","t","t","f","t","l","n","f","f","t","t","f","f","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","f","f","f","t","t","t","f","t","l","n","f","f","t","t","f","t","f","f","t","f","f","f","f","f","t","t","f","n",2
"f","f","f","f","f","f","t","t","t","f","t","l","n","f","f","t","t","f","t","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","f","f","f","t","t","t","f","t","l","n","f","f","t","t","f","t","f","f","t","f","f","f","f","f","f","t","f","n",2
"t","f","f","f","f","f","t","t","t","f","f","l","w","f","f","t","f","f","f","f","t","t","f","f","f","f","t","f","t","f","n",2
"f","f","f","f","t","f","t","t","t","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","f","n",2
"f","f","f","f","t","f","t","t","t","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","f","f","f","f","f","f","n",2
"f","f","f","f","f","f","t","t","t","f","t","l","n","f","f","f","f","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","f","f","f","f","f","f","t","l","n","f","t","t","f","f","f","t","f","t","f","f","f","f","f","t","t","f","n",2
"f","f","f","f","f","f","t","t","t","f","f","l","n","f","f","t","t","f","f","t","f","t","f","f","f","t","t","f","t","f","n",2
"f","f","f","f","f","f","t","t","t","f","f","l","n","f","f","t","t","f","t","t","f","t","f","f","f","t","t","f","t","f","n",2
"f","f","f","f","f","f","t","t","t","f","f","l","n","f","f","f","t","f","f","t","f","t","f","f","f","t","t","f","f","f","n",2
"t","t","t","f","f","f","f","f","f","f","f","l","b","t","f","t","f","f","f","f","t","t","f","f","f","f","t","f","f","f","n",2
"t","t","t","f","f","f","f","f","f","f","f","l","n","t","f","t","f","f","f","f","t","t","f","f","f","f","t","f","f","f","n",2
"t","t","f","t","f","f","f","f","f","f","f","l","n","t","f","t","t","f","f","f","t","t","f","f","f","f","t","f","f","f","n",2
"t","t","f","t","f","f","f","f","f","f","f","l","n","t","f","t","t","f","f","f","f","t","f","f","f","f","t","f","f","f","n",2
"t","f","f","f","f","f","f","f","f","f","t","l","b","f","f","t","f","f","f","f","t","t","f","f","t","f","f","f","t","f","n",2
"f","f","f","f","f","t","t","f","f","f","t","l","n","f","f","t","t","f","f","f","t","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","t","f","t","f","f","f","f","t","l","n","f","f","t","t","f","f","f","f","t","t","f","f","t","f","t","t","f","n",2
"f","f","f","t","f","t","f","f","f","f","t","l","n","f","f","t","t","f","f","f","f","t","t","f","f","t","f","t","t","f","n",2
"f","f","f","f","f","t","f","f","f","f","t","l","n","t","f","t","f","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","t","f","f","f","t","f","f","f","f","t","l","n","t","f","t","f","f","f","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","f","f","t","f","f","f","f","t","l","n","t","f","t","t","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","t","f","f","f","t","f","f","f","f","t","l","n","t","f","t","t","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","t","f","t","f","f","f","f","t","l","n","t","f","t","t","f","f","f","f","t","t","f","f","t","f","t","f","f","n",2
"f","f","f","t","f","t","f","f","f","f","t","l","n","t","f","t","t","f","f","f","f","t","t","f","f","t","f","t","f","f","n",2
"f","f","f","f","t","t","t","f","f","f","t","l","n","f","f","t","t","f","f","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","f","t","t","t","f","f","f","t","l","n","t","f","t","f","f","f","f","f","t","f","f","f","f","f","t","f","f","n",2
"f","f","f","f","f","t","t","f","f","f","t","l","n","t","f","t","t","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","t","t","t","f","f","f","t","l","n","t","f","t","t","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","f","t","t","f","t","f","t","l","n","f","f","t","t","f","t","f","f","t","f","f","f","t","f","t","t","f","n",2
"t","f","f","t","f","t","f","f","f","f","t","l","b","f","f","t","f","f","f","f","t","t","t","f","f","t","f","t","f","t","n",2
"t","f","t","f","f","t","f","f","f","f","t","l","b","t","f","t","f","f","f","f","t","t","t","f","f","t","f","t","f","t","n",2
"t","f","t","f","f","t","t","f","f","f","t","l","b","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","f","t","f","t","f","f","f","f","t","l","b","f","f","t","f","f","f","f","f","t","t","f","f","t","f","t","f","t","n",2
"t","f","f","f","t","t","t","f","t","f","t","l","n","f","f","t","f","f","t","f","f","t","f","f","f","f","f","t","t","f","n",2
"t","f","f","t","f","t","f","f","f","f","t","l","n","f","f","t","f","f","f","f","t","t","t","f","f","t","f","t","f","t","n",2
"t","f","t","f","f","t","f","f","f","f","t","l","n","t","f","t","f","f","f","f","t","t","t","f","f","t","f","t","f","t","n",2
"t","f","t","f","f","t","t","f","f","f","t","l","n","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","f","t","f","t","f","f","f","f","t","l","n","f","f","t","f","f","f","f","f","t","t","f","f","t","f","t","f","t","n",2
"f","f","f","f","f","t","f","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","t","f","f","f","t","f","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","t","f","t","f","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","t","f","f","t","f","t","f","f","n",2
"f","f","f","f","f","t","f","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","t","f","f","f","t","f","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","t","f","t","f","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","t","f","f","t","f","t","f","f","n",2
"f","f","f","t","f","t","f","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","t","f","f","t","f","t","f","f","n",2
"f","f","f","f","f","t","t","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","t","t","t","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","t","t","t","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","f","n",2
"f","f","f","f","f","t","t","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","t","t","t","f","f","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","f","t","f","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","t","f","t","f","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","t","f","f","t","f","t","t","f","n",2
"f","f","f","f","t","t","t","f","f","f","t","l","n","f","f","f","t","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","f","f","t","t","f","t","f","t","l","n","f","f","f","t","f","t","f","f","t","f","f","t","t","f","t","f","f","n",2
"f","f","t","f","t","t","t","f","f","f","f","l","n","f","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","t","n",2
"t","f","t","f","f","t","f","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"t","f","f","t","f","t","f","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"t","f","t","f","f","t","t","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","f","n",2
"t","f","t","f","f","t","t","f","f","f","t","l","w","f","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","f","n",2
"t","f","t","f","f","t","f","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","t","f","f","t","f","t","f","t","n",2
"t","f","f","t","f","t","f","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","t","f","f","t","f","t","f","t","n",2
"t","f","t","f","f","t","t","f","f","f","t","l","n","f","f","f","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","t","f","f","t","t","f","f","f","t","l","w","f","f","f","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"f","f","f","f","f","t","t","t","t","f","t","l","n","t","f","t","f","f","f","f","f","t","f","f","f","f","f","t","f","f","n",2
"f","f","f","f","f","t","t","t","t","f","t","l","n","t","f","t","t","f","f","f","f","t","f","f","f","f","f","t","f","f","n",2
"f","f","f","f","f","t","t","t","t","f","t","l","n","t","f","t","t","f","f","f","f","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","t","f","t","t","t","t","f","t","l","n","t","f","t","t","f","f","f","f","t","t","f","f","t","f","t","f","f","n",2
"f","f","f","f","f","t","t","t","t","f","t","l","n","f","f","t","f","f","t","f","f","t","f","f","f","f","f","t","t","f","n",2
"f","f","f","f","f","t","t","t","t","f","t","l","n","f","f","t","t","f","t","f","f","t","f","f","f","f","f","t","t","f","n",2
"f","f","f","f","f","t","t","t","t","f","t","l","n","f","f","t","t","f","t","f","f","t","f","f","f","t","f","t","t","f","n",2
"f","f","f","t","f","t","t","t","t","f","t","l","n","f","f","t","t","f","t","f","f","t","t","f","t","t","f","t","t","f","n",2
"f","f","f","t","t","t","t","t","t","f","f","l","n","f","f","t","f","f","f","f","t","t","f","f","f","f","f","t","f","t","n",2
"t","f","f","t","t","t","t","t","t","f","t","l","b","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","f","f","t","t","t","t","t","f","t","l","n","f","f","t","f","f","f","f","f","t","f","f","f","f","f","t","t","f","n",2
"t","f","f","t","t","t","t","t","t","f","t","l","n","f","f","t","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"f","f","f","f","f","t","t","t","t","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","f","n",2
"f","f","f","f","f","t","t","t","t","f","t","l","n","t","f","f","f","f","f","f","t","t","f","f","f","t","f","t","f","f","n",2
"f","f","f","t","f","t","t","t","t","f","t","l","n","t","f","f","f","f","f","f","t","t","t","f","f","t","f","t","f","f","n",2
"f","f","f","f","t","t","t","t","t","f","f","l","n","f","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","t","n",2
"f","f","f","t","t","t","t","t","t","f","f","l","n","f","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","t","n",2
"t","f","f","t","t","t","t","t","t","f","t","l","n","f","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","f","n",2
"t","f","f","t","t","t","t","t","t","f","t","l","w","f","f","f","f","f","f","f","t","t","f","f","f","f","f","t","f","f","n",2
"t","f","f","f","t","t","t","t","t","f","t","l","n","f","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","n",2
"t","f","f","t","t","t","t","t","t","f","t","l","n","f","f","f","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","f","t","t","t","t","t","t","f","t","l","w","f","f","f","f","f","f","f","t","t","t","f","f","f","f","t","f","t","n",2
"t","f","f","f","f","t","f","f","f","f","t","l","n","f","f","t","f","f","f","t","f","t","f","f","f","f","f","t","t","f","n",2
"t","f","f","f","f","t","f","f","f","f","t","l","n","f","t","t","f","f","f","t","f","t","f","f","f","f","f","t","t","f","n",2
