"bkxbq","bkxcr","bkxwp","bxqsq","cntxt","katri","rimmx","wkna8","wknck","wkpos","class"
"t","f","f","f","t","w","f","f","f","t",1
"t","t","f","f","t","w","f","f","f","t",1
"t","f","f","f","t","n","f","f","f","t",1
"t","f","f","f","t","w","f","f","f","t",1
"t","f","f","f","t","w","f","f","f","t",1
"t","t","f","f","t","w","f","f","f","t",1
"t","t","f","f","t","n","f","f","f","t",1
"t","f","f","f","t","w","f","f","f","t",1
"t","f","f","f","t","w","f","f","f","t",1
"t","f","f","f","t","w","f","f","f","t",1
"t","f","f","f","t","n","f","f","f","t",1
"t","t","f","f","t","n","f","f","f","t",1
"t","t","f","f","t","n","f","f","f","t",1
"t","f","f","f","t","b","f","f","f","t",1
"t","f","f","f","t","n","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","n","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","t",1
"t","t","t","f","t","w","f","f","f","t",1
"t","t","t","f","t","w","f","f","f","t",1
"t","t","t","f","t","w","f","f","f","t",1
"t","t","t","f","t","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","t","b","f","f","f","t",1
"t","t","t","f","t","b","f","f","f","t",1
"t","t","t","f","t","b","f","f","f","t",1
"t","t","t","f","t","b","f","f","f","t",1
"t","t","t","f","t","n","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","n","f","f","f","t",1
"t","t","t","f","t","w","f","f","f","t",1
"t","t","t","f","t","n","f","f","f","t",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","n","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","t",1
"t","t","t","f","t","n","f","f","f","t",1
"t","t","t","f","t","w","f","f","f","t",1
"t","t","t","f","t","w","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","t","b","f","f","f","t",1
"t","t","t","f","t","n","f","f","f","f",1
"t","t","t","f","t","w","f","f","f","f",1
"t","t","t","f","t","n","f","f","f","t",1
"t","t","t","f","t","w","f","f","f","t",1
"t","f","f","f","t","b","f","f","f","t",1
"t","f","f","f","t","b","f","f","f","t",1
"t","f","f","f","t","n","f","f","f","t",1
"f","t","t","f","f","n","f","f","f","t",1
"f","t","t","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"t","t","f","f","t","n","f","f","f","f",1
"t","t","f","f","t","n","f","f","f","f",1
"t","t","f","f","t","n","f","f","f","f",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","t","w","f","f","f","f",1
"f","f","f","f","t","n","f","f","f","f",1
"f","f","f","f","t","n","f","f","f","f",1
"f","f","f","f","t","n","f","f","t","f",1
"f","f","f","f","t","w","f","f","f","f",1
"f","f","f","f","t","w","f","f","f","t",1
"f","t","t","f","t","w","f","f","f","f",1
"f","t","t","f","t","w","f","f","f","f",1
"f","t","t","f","t","n","f","f","f","f",1
"f","t","t","f","t","w","f","f","f","f",1
"f","f","f","f","t","n","f","f","f","f",1
"f","f","f","f","t","n","f","f","f","f",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"f","f","f","f","t","n","f","f","f","t",1
"t","t","f","f","t","w","f","f","f","f",1
"t","t","f","f","t","n","f","f","f","f",1
"t","t","f","f","t","n","f","f","f","f",1
"t","t","f","f","t","w","f","f","f","f",1
"t","t","f","f","t","w","f","f","f","f",1
"t","t","f","f","t","w","f","f","f","t",1
"t","t","f","f","t","w","f","f","f","t",1
"t","t","f","f","t","w","f","f","f","t",1
"t","t","f","f","t","w","f","f","f","t",1
"t","t","f","f","t","w","f","f","f","t",1
"t","t","f","f","t","n","f","f","f","f",1
"t","t","f","f","t","n","f","f","f","f",1
"t","t","f","f","t","n","f","f","f","f",1
"t","t","f","f","t","n","f","f","f","f",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","t","f","f","f","n","f","f","f","t",1
"f","t","t","f","f","n","f","f","f","t",1
"f","t","t","f","f","n","f","f","f","t",1
"f","t","t","f","f","n","f","f","f","t",1
"f","t","t","f","f","n","f","f","f","t",1
"f","t","t","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","t","t",1
"f","t","t","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"f","f","f","t","t","n","t","f","f","t",1
"f","f","f","t","t","n","t","f","t","t",1
"f","t","t","t","t","n","t","f","t","t",1
"f","t","t","t","t","n","t","f","f","t",1
"f","t","t","t","f","n","t","f","f","t",1
"f","f","f","t","t","n","t","f","t","t",1
"f","f","f","t","t","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","t","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","t","t","t","t","n","t","f","t","t",1
"t","t","t","t","t","n","t","f","f","t",1
"t","t","t","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","t","t","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","t","t","t","f","n","t","f","f","t",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","t","w","t","f","t","f",1
"f","t","f","t","f","n","t","t","t","f",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","n","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","n","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","t",1
"f","t","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","f","w","t","t","t","f",1
"f","f","f","t","f","w","t","t","t","f",1
"f","f","f","t","f","w","t","t","t","f",1
"f","t","f","t","f","w","t","t","t","f",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","n","t","f","f","t",1
"f","t","t","t","t","n","t","f","t","t",1
"f","t","t","t","f","n","t","f","f","t",1
"f","t","t","t","f","w","t","t","t","f",1
"f","t","t","t","t","w","t","f","t","t",1
"f","t","t","t","t","n","t","f","t","t",1
"t","f","f","t","t","w","t","f","t","f",1
"t","f","f","t","t","w","t","f","t","f",1
"t","f","f","t","t","w","t","f","t","f",1
"t","t","f","t","t","w","t","f","t","f",1
"t","f","f","t","t","w","t","f","t","f",1
"t","f","f","t","t","w","t","f","t","f",1
"t","f","f","t","t","w","t","f","t","f",1
"t","f","f","t","t","w","t","f","t","t",1
"t","t","f","t","t","w","t","f","t","t",1
"t","t","f","t","t","w","t","f","t","t",1
"t","f","f","t","t","w","t","f","t","t",1
"t","f","f","t","t","n","t","f","t","t",1
"t","f","f","t","t","w","t","f","t","t",1
"t","f","f","t","t","n","t","f","t","t",1
"t","t","f","t","t","w","t","f","t","t",1
"t","f","f","t","t","w","t","f","t","f",1
"t","f","f","t","t","w","t","f","t","t",1
"t","f","f","t","t","w","t","f","t","t",1
"t","f","f","t","t","w","t","f","t","t",1
"t","f","f","t","t","w","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","t","t","t","t","n","t","f","t","t",1
"t","t","t","t","t","w","t","f","t","t",1
"t","t","t","t","t","w","t","f","t","t",1
"f","f","f","t","t","n","t","f","t","t",1
"f","f","f","t","t","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","t","w","t","f","t","f",1
"f","t","f","t","f","n","t","t","t","f",1
"f","f","f","t","t","w","t","f","t","t",1
"f","t","t","t","f","w","t","t","t","f",1
"f","f","f","t","t","n","t","f","t","t",1
"t","t","f","t","t","w","t","f","t","t",1
"t","t","f","t","t","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","t","t","t","f","n","t","f","f","t",1
"f","t","t","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","t","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","t","f","t","f","n","t","f","f","t",1
"t","t","t","t","f","n","t","f","t","t",1
"t","t","t","t","f","n","t","f","t","t",1
"t","t","t","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","t","t","t","f","n","t","f","f","t",1
"f","t","t","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","t","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","t","t","t","f","n","t","f","f","t",1
"t","t","t","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","n","t","f","t","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","t","w","t","f","f","f",1
"f","f","f","f","f","w","t","t","f","f",1
"f","f","f","f","f","w","t","t","f","f",1
"f","f","f","f","f","w","t","t","f","f",1
"f","f","f","f","f","w","t","t","f","f",1
"f","f","f","f","f","w","t","t","f","f",1
"f","f","f","f","f","w","t","t","f","f",1
"f","f","f","f","f","w","t","t","f","f",1
"f","f","f","f","f","w","t","t","f","f",1
"f","f","f","f","f","w","t","t","f","f",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","t","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","w","t","f","f","t",1
"t","t","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","w","t","f","f","t",1
"t","f","f","f","t","w","t","f","t","f",1
"t","f","f","f","t","w","t","f","t","f",1
"t","f","f","f","t","w","t","f","t","f",1
"t","f","f","f","t","n","t","f","t","f",1
"t","f","f","f","t","w","t","f","f","f",1
"t","f","f","f","t","w","t","f","t","t",1
"t","f","f","f","t","w","t","f","t","t",1
"t","f","f","f","t","w","t","f","t","t",1
"t","f","f","f","t","w","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","t","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","t","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","t","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","t","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","t","t","b","f","f","t","f",2
"f","f","f","t","f","n","f","t","t","f",2
"f","f","f","t","f","n","f","t","f","f",2
"f","t","f","t","f","n","f","t","t","f",2
"f","f","f","t","f","n","f","t","f","f",2
"f","f","f","t","t","b","f","f","t","t",2
"f","t","t","t","t","b","f","f","t","t",2
"f","t","t","t","t","b","f","f","f","t",2
"f","t","t","t","t","n","f","f","t","f",2
"f","t","t","t","t","n","f","f","t","f",2
"f","t","t","t","f","n","f","f","t","t",2
"f","t","t","t","f","n","f","f","t","t",2
"f","t","t","t","f","n","f","f","f","t",2
"f","t","t","t","f","n","f","f","f","t",2
"f","t","t","t","f","n","f","f","f","t",2
"f","t","t","t","f","n","f","f","t","t",2
"f","t","t","t","f","n","f","f","t","t",2
"f","t","t","t","f","n","f","f","t","t",2
"f","t","t","t","f","n","f","f","f","t",2
"f","t","t","t","f","n","f","f","f","t",2
"f","t","t","t","t","b","f","f","f","t",2
"f","t","t","t","t","b","f","f","f","t",2
"f","t","t","t","t","b","f","f","f","t",2
"f","t","t","t","t","b","f","f","f","t",2
"f","t","t","t","t","n","f","f","t","f",2
"f","t","t","t","t","n","f","f","t","f",2
"f","t","t","t","t","n","f","f","t","f",2
"f","t","t","t","t","n","f","f","t","f",2
"f","t","t","t","t","n","f","f","f","f",2
"f","t","t","t","t","n","f","f","f","f",2
"f","t","t","t","t","n","f","f","f","f",2
"f","t","t","t","t","n","f","f","t","t",2
"f","t","t","t","t","n","f","f","t","t",2
"f","t","t","t","t","n","f","f","f","t",2
"f","t","t","t","t","n","f","f","f","t",2
"f","t","t","t","t","n","f","f","f","t",2
"f","t","t","t","f","n","f","f","f","t",2
"f","t","t","t","t","b","f","f","t","t",2
"f","t","t","t","t","b","f","f","f","t",2
"f","f","f","t","t","n","f","f","f","t",2
"f","f","f","t","t","n","f","f","t","t",2
"f","f","f","t","t","n","f","f","f","t",2
"f","f","f","t","f","n","f","f","f","t",2
"f","f","f","t","f","n","f","f","t","t",2
"f","f","f","t","f","n","f","f","f","t",2
"f","t","t","t","f","n","f","t","t","f",2
"t","f","f","t","t","b","f","f","f","t",2
"t","t","f","t","t","b","f","f","f","t",2
"t","t","f","t","t","b","f","f","f","t",2
"t","t","f","t","t","n","f","f","f","t",2
"t","t","f","t","f","n","f","f","f","t",2
"t","f","t","t","t","b","f","f","t","t",2
"t","f","t","t","t","b","f","f","f","t",2
"t","t","t","t","t","n","f","f","t","f",2
"t","f","t","t","t","n","f","f","f","f",2
"t","t","t","t","t","n","f","f","t","t",2
